method,seed_track_id,seed_label,position,track_id,track_label,similarity_to_seed,similarity_to_previous
triplet_embedding,reggae/reggae.00020,reggae,5,disco/disco.00044,disco,0.9467208385467529,0.9763554930686951
triplet_embedding,reggae/reggae.00020,reggae,6,disco/disco.00020,disco,0.9300447106361389,0.9865598082542419
triplet_embedding,reggae/reggae.00020,reggae,7,rock/rock.00089,rock,0.9069861173629761,0.9855919480323792
triplet_embedding,reggae/reggae.00020,reggae,8,country/country.00070,country,0.8901021480560303,0.9899252653121948
triplet_embedding,reggae/reggae.00020,reggae,9,reggae/reggae.00094,reggae,0.8804070949554443,0.9863685965538025
triplet_embedding,reggae/reggae.00020,reggae,10,rock/rock.00033,rock,0.8692895770072937,0.9773039817810059
triplet_embedding,rock/rock.00009,rock,1,rock/rock.00009,rock,1.0000001192092896,1.0
triplet_embedding,rock/rock.00009,rock,2,rock/rock.00010,rock,0.9701055884361267,0.9701055884361267
triplet_embedding,rock/rock.00009,rock,3,pop/pop.00081,pop,0.9658011794090271,0.9904752373695374
triplet_embedding,rock/rock.00009,rock,4,country/country.00091,country,0.9367346167564392,0.9721120595932007
triplet_embedding,rock/rock.00009,rock,5,country/country.00089,country,0.9209683537483215,0.9940095543861389
triplet_embedding,rock/rock.00009,rock,6,rock/rock.00076,rock,0.8886926770210266,0.9807968735694885
triplet_embedding,rock/rock.00009,rock,7,country/country.00058,country,0.8830926418304443,0.984417200088501
triplet_embedding,rock/rock.00009,rock,8,rock/rock.00072,rock,0.8505895733833313,0.9886125922203064
triplet_embedding,rock/rock.00009,rock,9,country/country.00042,country,0.8338133692741394,0.9893112182617188
triplet_embedding,rock/rock.00009,rock,10,country/country.00088,country,0.8111048936843872,0.9897241592407227
