method,distance_metric,query_track_id,query_label,rank,neighbor_track_id,neighbor_label,distance,same_genre,human_similarity_1_to_5,human_notes
classification_embedding,euclidean,disco/disco.00043,disco,1,disco/disco.00007,disco,0.3015361726284027,True,,
classification_embedding,euclidean,disco/disco.00043,disco,2,disco/disco.00030,disco,0.3060891628265381,True,,
classification_embedding,euclidean,disco/disco.00043,disco,3,disco/disco.00078,disco,0.3192349076271057,True,,
classification_embedding,euclidean,disco/disco.00043,disco,4,disco/disco.00037,disco,0.3248821496963501,True,,
classification_embedding,euclidean,disco/disco.00043,disco,5,disco/disco.00014,disco,0.3304658532142639,True,,
classification_embedding,euclidean,hiphop/hiphop.00043,hiphop,1,hiphop/hiphop.00048,hiphop,0.336883544921875,True,,
classification_embedding,euclidean,hiphop/hiphop.00043,hiphop,2,hiphop/hiphop.00062,hiphop,0.34675270318984985,True,,
classification_embedding,euclidean,hiphop/hiphop.00043,hiphop,3,hiphop/hiphop.00009,hiphop,0.35151737928390503,True,,
classification_embedding,euclidean,hiphop/hiphop.00043,hiphop,4,hiphop/hiphop.00019,hiphop,0.38614070415496826,True,,
classification_embedding,euclidean,hiphop/hiphop.00043,hiphop,5,hiphop/hiphop.00058,hiphop,0.3883155584335327,True,,
classification_embedding,euclidean,jazz/jazz.00086,jazz,1,jazz/jazz.00079,jazz,0.5609111785888672,True,,
classification_embedding,euclidean,jazz/jazz.00086,jazz,2,jazz/jazz.00085,jazz,0.6307434439659119,True,,
classification_embedding,euclidean,jazz/jazz.00086,jazz,3,jazz/jazz.00082,jazz,0.6716513633728027,True,,
classification_embedding,euclidean,jazz/jazz.00086,jazz,4,jazz/jazz.00084,jazz,0.6861202716827393,True,,
classification_embedding,euclidean,jazz/jazz.00086,jazz,5,jazz/jazz.00088,jazz,0.7053367495536804,True,,
classification_embedding,euclidean,metal/metal.00008,metal,1,metal/metal.00078,metal,0.44634029269218445,True,,
classification_embedding,euclidean,metal/metal.00008,metal,2,metal/metal.00057,metal,0.45012742280960083,True,,
classification_embedding,euclidean,metal/metal.00008,metal,3,metal/metal.00095,metal,0.4582679271697998,True,,
classification_embedding,euclidean,metal/metal.00008,metal,4,metal/metal.00033,metal,0.47991880774497986,True,,
classification_embedding,euclidean,metal/metal.00008,metal,5,metal/metal.00079,metal,0.4866599142551422,True,,
classification_embedding,euclidean,pop/pop.00069,pop,1,pop/pop.00037,pop,0.4127886891365051,True,,
classification_embedding,euclidean,pop/pop.00069,pop,2,hiphop/hiphop.00031,hiphop,0.43329164385795593,False,,
classification_embedding,euclidean,pop/pop.00069,pop,3,pop/pop.00033,pop,0.4955010414123535,True,,
classification_embedding,euclidean,pop/pop.00069,pop,4,disco/disco.00028,disco,0.5028188228607178,False,,
classification_embedding,euclidean,pop/pop.00069,pop,5,disco/disco.00011,disco,0.5063374638557434,False,,
classification_embedding,euclidean,reggae/reggae.00020,reggae,1,reggae/reggae.00008,reggae,0.2105635553598404,True,,
classification_embedding,euclidean,reggae/reggae.00020,reggae,2,reggae/reggae.00027,reggae,0.23282462358474731,True,,
classification_embedding,euclidean,reggae/reggae.00020,reggae,3,reggae/reggae.00013,reggae,0.24444229900836945,True,,
classification_embedding,euclidean,reggae/reggae.00020,reggae,4,reggae/reggae.00026,reggae,0.25535517930984497,True,,
classification_embedding,euclidean,reggae/reggae.00020,reggae,5,reggae/reggae.00003,reggae,0.260144978761673,True,,
classification_embedding,euclidean,rock/rock.00009,rock,1,rock/rock.00033,rock,0.5316314101219177,True,,
classification_embedding,euclidean,rock/rock.00009,rock,2,rock/rock.00007,rock,0.5522697567939758,True,,
classification_embedding,euclidean,rock/rock.00009,rock,3,rock/rock.00004,rock,0.5601335167884827,True,,
classification_embedding,euclidean,rock/rock.00009,rock,4,rock/rock.00050,rock,0.5698292255401611,True,,
classification_embedding,euclidean,rock/rock.00009,rock,5,country/country.00026,country,0.5808473825454712,False,,
triplet_embedding,cosine,blues/blues.00008,blues,1,blues/blues.00000,blues,0.01784569025039673,True,,
triplet_embedding,cosine,blues/blues.00008,blues,2,jazz/jazz.00067,jazz,0.018817007541656494,False,,
triplet_embedding,cosine,blues/blues.00008,blues,3,jazz/jazz.00040,jazz,0.01931929588317871,False,,
triplet_embedding,cosine,blues/blues.00008,blues,4,jazz/jazz.00059,jazz,0.02260148525238037,False,,
triplet_embedding,cosine,blues/blues.00008,blues,5,blues/blues.00068,blues,0.022967815399169922,True,,
triplet_embedding,cosine,classical/classical.00077,classical,1,classical/classical.00019,classical,0.002736687660217285,True,,
triplet_embedding,cosine,classical/classical.00077,classical,2,classical/classical.00040,classical,0.0031661391258239746,True,,
triplet_embedding,cosine,classical/classical.00077,classical,3,classical/classical.00036,classical,0.0034108757972717285,True,,
triplet_embedding,cosine,classical/classical.00077,classical,4,classical/classical.00055,classical,0.004247307777404785,True,,
triplet_embedding,cosine,classical/classical.00077,classical,5,classical/classical.00075,classical,0.004432976245880127,True,,
triplet_embedding,cosine,country/country.00065,country,1,country/country.00067,country,0.015518665313720703,True,,
triplet_embedding,cosine,country/country.00065,country,2,country/country.00023,country,0.02235037088394165,True,,
triplet_embedding,cosine,country/country.00065,country,3,country/country.00019,country,0.02475893497467041,True,,
triplet_embedding,cosine,country/country.00065,country,4,jazz/jazz.00049,jazz,0.027418315410614014,False,,
triplet_embedding,cosine,country/country.00065,country,5,country/country.00068,country,0.029546380043029785,True,,
triplet_embedding,cosine,disco/disco.00043,disco,1,disco/disco.00068,disco,0.009591639041900635,True,,
triplet_embedding,cosine,disco/disco.00043,disco,2,disco/disco.00009,disco,0.010349571704864502,True,,
triplet_embedding,cosine,disco/disco.00043,disco,3,pop/pop.00033,pop,0.01798170804977417,False,,
triplet_embedding,cosine,disco/disco.00043,disco,4,disco/disco.00094,disco,0.018094182014465332,True,,
triplet_embedding,cosine,disco/disco.00043,disco,5,disco/disco.00058,disco,0.01903390884399414,True,,
triplet_embedding,cosine,hiphop/hiphop.00043,hiphop,1,hiphop/hiphop.00063,hiphop,0.015645325183868408,True,,
triplet_embedding,cosine,hiphop/hiphop.00043,hiphop,2,hiphop/hiphop.00062,hiphop,0.01650792360305786,True,,
triplet_embedding,cosine,hiphop/hiphop.00043,hiphop,3,hiphop/hiphop.00004,hiphop,0.01748943328857422,True,,
triplet_embedding,cosine,hiphop/hiphop.00043,hiphop,4,hiphop/hiphop.00007,hiphop,0.018801569938659668,True,,
triplet_embedding,cosine,hiphop/hiphop.00043,hiphop,5,reggae/reggae.00018,reggae,0.018804609775543213,False,,
triplet_embedding,cosine,jazz/jazz.00086,jazz,1,jazz/jazz.00080,jazz,0.011442482471466064,True,,
triplet_embedding,cosine,jazz/jazz.00086,jazz,2,jazz/jazz.00042,jazz,0.015031218528747559,True,,
triplet_embedding,cosine,jazz/jazz.00086,jazz,3,jazz/jazz.00068,jazz,0.01555490493774414,True,,
triplet_embedding,cosine,jazz/jazz.00086,jazz,4,jazz/jazz.00085,jazz,0.01693093776702881,True,,
triplet_embedding,cosine,jazz/jazz.00086,jazz,5,jazz/jazz.00048,jazz,0.018653035163879395,True,,
triplet_embedding,cosine,metal/metal.00008,metal,1,metal/metal.00085,metal,0.03356742858886719,True,,
triplet_embedding,cosine,metal/metal.00008,metal,2,metal/metal.00034,metal,0.03481590747833252,True,,
triplet_embedding,cosine,metal/metal.00008,metal,3,metal/metal.00094,metal,0.03481590747833252,True,,
triplet_embedding,cosine,metal/metal.00008,metal,4,metal/metal.00079,metal,0.040863215923309326,True,,
triplet_embedding,cosine,metal/metal.00008,metal,5,metal/metal.00078,metal,0.04485803842544556,True,,
triplet_embedding,cosine,pop/pop.00069,pop,1,rock/rock.00018,rock,0.02195829153060913,False,,
triplet_embedding,cosine,pop/pop.00069,pop,2,disco/disco.00080,disco,0.02334272861480713,False,,
triplet_embedding,cosine,pop/pop.00069,pop,3,disco/disco.00006,disco,0.030225813388824463,False,,
triplet_embedding,cosine,pop/pop.00069,pop,4,metal/metal.00085,metal,0.03192871809005737,False,,
triplet_embedding,cosine,pop/pop.00069,pop,5,disco/disco.00013,disco,0.03273594379425049,False,,
triplet_embedding,cosine,reggae/reggae.00020,reggae,1,reggae/reggae.00008,reggae,0.004615843296051025,True,,
triplet_embedding,cosine,reggae/reggae.00020,reggae,2,reggae/reggae.00007,reggae,0.005605518817901611,True,,
triplet_embedding,cosine,reggae/reggae.00020,reggae,3,reggae/reggae.00047,reggae,0.005864441394805908,True,,
triplet_embedding,cosine,reggae/reggae.00020,reggae,4,reggae/reggae.00031,reggae,0.006914079189300537,True,,
triplet_embedding,cosine,reggae/reggae.00020,reggae,5,reggae/reggae.00025,reggae,0.007078826427459717,True,,
triplet_embedding,cosine,rock/rock.00009,rock,1,rock/rock.00010,rock,0.02989441156387329,True,,
triplet_embedding,cosine,rock/rock.00009,rock,2,country/country.00025,country,0.03287398815155029,False,,
triplet_embedding,cosine,rock/rock.00009,rock,3,pop/pop.00081,pop,0.0341988205909729,False,,
triplet_embedding,cosine,rock/rock.00009,rock,4,country/country.00073,country,0.0382159948348999,False,,
triplet_embedding,cosine,rock/rock.00009,rock,5,metal/metal.00030,metal,0.04239797592163086,False,,
triplet_embedding,euclidean,blues/blues.00008,blues,1,blues/blues.00000,blues,0.18892166018486023,True,,
triplet_embedding,euclidean,blues/blues.00008,blues,2,jazz/jazz.00067,jazz,0.19399382174015045,False,,
triplet_embedding,euclidean,blues/blues.00008,blues,3,jazz/jazz.00040,jazz,0.19656714797019958,False,,
triplet_embedding,euclidean,blues/blues.00008,blues,4,jazz/jazz.00059,jazz,0.2126111388206482,False,,
triplet_embedding,euclidean,blues/blues.00008,blues,5,blues/blues.00068,blues,0.21432596445083618,True,,
triplet_embedding,euclidean,classical/classical.00077,classical,1,classical/classical.00019,classical,0.07398288697004318,True,,
triplet_embedding,euclidean,classical/classical.00077,classical,2,classical/classical.00040,classical,0.07957647740840912,True,,
triplet_embedding,euclidean,classical/classical.00077,classical,3,classical/classical.00036,classical,0.08259400725364685,True,,
triplet_embedding,euclidean,classical/classical.00077,classical,4,classical/classical.00055,classical,0.09216614067554474,True,,
triplet_embedding,euclidean,classical/classical.00077,classical,5,classical/classical.00075,classical,0.09416000545024872,True,,
triplet_embedding,euclidean,country/country.00065,country,1,country/country.00067,country,0.17617398500442505,True,,
triplet_embedding,euclidean,country/country.00065,country,2,country/country.00023,country,0.2114252895116806,True,,
triplet_embedding,euclidean,country/country.00065,country,3,country/country.00019,country,0.22252626717090607,True,,
triplet_embedding,euclidean,country/country.00065,country,4,jazz/jazz.00049,jazz,0.23417192697525024,False,,
triplet_embedding,euclidean,country/country.00065,country,5,country/country.00068,country,0.243089959025383,True,,
triplet_embedding,euclidean,disco/disco.00043,disco,1,disco/disco.00068,disco,0.13850493729114532,True,,
triplet_embedding,euclidean,disco/disco.00043,disco,2,disco/disco.00009,disco,0.14387167990207672,True,,
triplet_embedding,euclidean,disco/disco.00043,disco,3,pop/pop.00033,pop,0.18964016437530518,False,,
triplet_embedding,euclidean,disco/disco.00043,disco,4,disco/disco.00094,disco,0.19023258984088898,True,,
triplet_embedding,euclidean,disco/disco.00043,disco,5,disco/disco.00058,disco,0.19510991871356964,True,,
triplet_embedding,euclidean,hiphop/hiphop.00043,hiphop,1,hiphop/hiphop.00063,hiphop,0.17689119279384613,True,,
triplet_embedding,euclidean,hiphop/hiphop.00043,hiphop,2,hiphop/hiphop.00062,hiphop,0.18170249462127686,True,,
triplet_embedding,euclidean,hiphop/hiphop.00043,hiphop,3,hiphop/hiphop.00004,hiphop,0.18702654540538788,True,,
triplet_embedding,euclidean,hiphop/hiphop.00043,hiphop,4,hiphop/hiphop.00007,hiphop,0.1939159482717514,True,,
triplet_embedding,euclidean,hiphop/hiphop.00043,hiphop,5,reggae/reggae.00018,reggae,0.19393117725849152,False,,
triplet_embedding,euclidean,jazz/jazz.00086,jazz,1,jazz/jazz.00080,jazz,0.15127874910831451,True,,
triplet_embedding,euclidean,jazz/jazz.00086,jazz,2,jazz/jazz.00042,jazz,0.17338570952415466,True,,
triplet_embedding,euclidean,jazz/jazz.00086,jazz,3,jazz/jazz.00068,jazz,0.1763797551393509,True,,
triplet_embedding,euclidean,jazz/jazz.00086,jazz,4,jazz/jazz.00085,jazz,0.1840159296989441,True,,
triplet_embedding,euclidean,jazz/jazz.00086,jazz,5,jazz/jazz.00048,jazz,0.19314846396446228,True,,
triplet_embedding,euclidean,metal/metal.00008,metal,1,metal/metal.00085,metal,0.2591046690940857,True,,
triplet_embedding,euclidean,metal/metal.00008,metal,2,metal/metal.00034,metal,0.26387855410575867,True,,
triplet_embedding,euclidean,metal/metal.00008,metal,3,metal/metal.00094,metal,0.26387855410575867,True,,
triplet_embedding,euclidean,metal/metal.00008,metal,4,metal/metal.00079,metal,0.285878449678421,True,,
triplet_embedding,euclidean,metal/metal.00008,metal,5,metal/metal.00078,metal,0.2995263338088989,True,,
triplet_embedding,euclidean,pop/pop.00069,pop,1,rock/rock.00018,rock,0.2095632553100586,False,,
triplet_embedding,euclidean,pop/pop.00069,pop,2,disco/disco.00080,disco,0.21606852114200592,False,,
triplet_embedding,euclidean,pop/pop.00069,pop,3,disco/disco.00006,disco,0.24586887657642365,False,,
triplet_embedding,euclidean,pop/pop.00069,pop,4,metal/metal.00085,metal,0.2527007758617401,False,,
triplet_embedding,euclidean,pop/pop.00069,pop,5,disco/disco.00013,disco,0.25587472319602966,False,,
triplet_embedding,euclidean,reggae/reggae.00020,reggae,1,reggae/reggae.00008,reggae,0.09608275443315506,True,,
triplet_embedding,euclidean,reggae/reggae.00020,reggae,2,reggae/reggae.00007,reggae,0.10588313639163971,True,,
triplet_embedding,euclidean,reggae/reggae.00020,reggae,3,reggae/reggae.00047,reggae,0.10830115526914597,True,,
triplet_embedding,euclidean,reggae/reggae.00020,reggae,4,reggae/reggae.00031,reggae,0.11759338527917862,True,,
triplet_embedding,euclidean,reggae/reggae.00020,reggae,5,reggae/reggae.00025,reggae,0.11898503452539444,True,,
triplet_embedding,euclidean,rock/rock.00009,rock,1,rock/rock.00010,rock,0.24451805651187897,True,,
triplet_embedding,euclidean,rock/rock.00009,rock,2,country/country.00025,country,0.2564142644405365,False,,
triplet_embedding,euclidean,rock/rock.00009,rock,3,pop/pop.00081,pop,0.2615298330783844,False,,
triplet_embedding,euclidean,rock/rock.00009,rock,4,country/country.00073,country,0.27646347880363464,False,,
triplet_embedding,euclidean,rock/rock.00009,rock,5,metal/metal.00030,metal,0.2911975383758545,False,,
engineered_features,cosine,blues/blues.00008,blues,1,blues/blues.00050,blues,0.38968098163604736,True,,
engineered_features,cosine,blues/blues.00008,blues,2,rock/rock.00018,rock,0.3902410864830017,False,,
engineered_features,cosine,blues/blues.00008,blues,3,metal/metal.00083,metal,0.4014403820037842,False,,
engineered_features,cosine,blues/blues.00008,blues,4,blues/blues.00057,blues,0.4043445587158203,True,,
engineered_features,cosine,blues/blues.00008,blues,5,rock/rock.00017,rock,0.4281655550003052,False,,
engineered_features,cosine,classical/classical.00077,classical,1,classical/classical.00079,classical,0.18245750665664673,True,,
engineered_features,cosine,classical/classical.00077,classical,2,classical/classical.00030,classical,0.30299973487854004,True,,
engineered_features,cosine,classical/classical.00077,classical,3,classical/classical.00020,classical,0.3093263506889343,True,,
engineered_features,cosine,classical/classical.00077,classical,4,classical/classical.00065,classical,0.3259883522987366,True,,
engineered_features,cosine,classical/classical.00077,classical,5,classical/classical.00066,classical,0.33245688676834106,True,,
engineered_features,cosine,country/country.00065,country,1,country/country.00021,country,0.3222252130508423,True,,
engineered_features,cosine,country/country.00065,country,2,country/country.00071,country,0.32277095317840576,True,,
engineered_features,cosine,country/country.00065,country,3,country/country.00019,country,0.3432884216308594,True,,
engineered_features,cosine,country/country.00065,country,4,country/country.00083,country,0.3461792469024658,True,,
engineered_features,cosine,country/country.00065,country,5,country/country.00076,country,0.34792160987854004,True,,
engineered_features,cosine,disco/disco.00043,disco,1,disco/disco.00027,disco,0.28758180141448975,True,,
engineered_features,cosine,disco/disco.00043,disco,2,pop/pop.00084,pop,0.32014596462249756,False,,
engineered_features,cosine,disco/disco.00043,disco,3,pop/pop.00036,pop,0.350686252117157,False,,
engineered_features,cosine,disco/disco.00043,disco,4,reggae/reggae.00054,reggae,0.3575900197029114,False,,
engineered_features,cosine,disco/disco.00043,disco,5,hiphop/hiphop.00053,hiphop,0.3762180805206299,False,,
engineered_features,cosine,hiphop/hiphop.00043,hiphop,1,hiphop/hiphop.00032,hiphop,0.33355605602264404,True,,
engineered_features,cosine,hiphop/hiphop.00043,hiphop,2,disco/disco.00027,disco,0.3645043969154358,False,,
engineered_features,cosine,hiphop/hiphop.00043,hiphop,3,hiphop/hiphop.00046,hiphop,0.3824554681777954,True,,
engineered_features,cosine,hiphop/hiphop.00043,hiphop,4,reggae/reggae.00076,reggae,0.41924822330474854,False,,
engineered_features,cosine,hiphop/hiphop.00043,hiphop,5,reggae/reggae.00053,reggae,0.4248289465904236,False,,
engineered_features,cosine,jazz/jazz.00086,jazz,1,pop/pop.00051,pop,0.34669286012649536,False,,
engineered_features,cosine,jazz/jazz.00086,jazz,2,pop/pop.00086,pop,0.3590202331542969,False,,
engineered_features,cosine,jazz/jazz.00086,jazz,3,pop/pop.00067,pop,0.39772170782089233,False,,
engineered_features,cosine,jazz/jazz.00086,jazz,4,pop/pop.00071,pop,0.39772170782089233,False,,
engineered_features,cosine,jazz/jazz.00086,jazz,5,pop/pop.00087,pop,0.4001489281654358,False,,
engineered_features,cosine,metal/metal.00008,metal,1,hiphop/hiphop.00033,hiphop,0.43706315755844116,False,,
engineered_features,cosine,metal/metal.00008,metal,2,reggae/reggae.00051,reggae,0.4449959397315979,False,,
engineered_features,cosine,metal/metal.00008,metal,3,jazz/jazz.00082,jazz,0.4526815414428711,False,,
engineered_features,cosine,metal/metal.00008,metal,4,jazz/jazz.00081,jazz,0.4581441283226013,False,,
engineered_features,cosine,metal/metal.00008,metal,5,metal/metal.00000,metal,0.46245306730270386,True,,
engineered_features,cosine,pop/pop.00069,pop,1,rock/rock.00056,rock,0.15971797704696655,False,,
engineered_features,cosine,pop/pop.00069,pop,2,rock/rock.00035,rock,0.25389933586120605,False,,
engineered_features,cosine,pop/pop.00069,pop,3,rock/rock.00039,rock,0.2610207796096802,False,,
engineered_features,cosine,pop/pop.00069,pop,4,hiphop/hiphop.00030,hiphop,0.2673810124397278,False,,
engineered_features,cosine,pop/pop.00069,pop,5,pop/pop.00072,pop,0.2889193296432495,True,,
engineered_features,cosine,reggae/reggae.00020,reggae,1,reggae/reggae.00026,reggae,0.2251024842262268,True,,
engineered_features,cosine,reggae/reggae.00020,reggae,2,reggae/reggae.00025,reggae,0.23052120208740234,True,,
engineered_features,cosine,reggae/reggae.00020,reggae,3,reggae/reggae.00013,reggae,0.24558979272842407,True,,
engineered_features,cosine,reggae/reggae.00020,reggae,4,reggae/reggae.00007,reggae,0.2740103602409363,True,,
engineered_features,cosine,reggae/reggae.00020,reggae,5,reggae/reggae.00008,reggae,0.2781544327735901,True,,
engineered_features,cosine,rock/rock.00009,rock,1,rock/rock.00007,rock,0.4229358434677124,True,,
engineered_features,cosine,rock/rock.00009,rock,2,country/country.00012,country,0.49487942457199097,False,,
engineered_features,cosine,rock/rock.00009,rock,3,rock/rock.00055,rock,0.5127696394920349,True,,
engineered_features,cosine,rock/rock.00009,rock,4,classical/classical.00067,classical,0.5257689952850342,False,,
engineered_features,cosine,rock/rock.00009,rock,5,rock/rock.00044,rock,0.5285837650299072,True,,
engineered_features,euclidean,blues/blues.00008,blues,1,blues/blues.00057,blues,5.535297870635986,True,,
engineered_features,euclidean,blues/blues.00008,blues,2,blues/blues.00050,blues,5.704555034637451,True,,
engineered_features,euclidean,blues/blues.00008,blues,3,rock/rock.00018,rock,5.707425594329834,False,,
engineered_features,euclidean,blues/blues.00008,blues,4,hiphop/hiphop.00096,hiphop,5.76093864440918,False,,
engineered_features,euclidean,blues/blues.00008,blues,5,country/country.00070,country,5.816096782684326,False,,
engineered_features,euclidean,classical/classical.00077,classical,1,classical/classical.00079,classical,8.008600234985352,True,,
engineered_features,euclidean,classical/classical.00077,classical,2,classical/classical.00030,classical,9.138693809509277,True,,
engineered_features,euclidean,classical/classical.00077,classical,3,classical/classical.00020,classical,9.45188045501709,True,,
engineered_features,euclidean,classical/classical.00077,classical,4,classical/classical.00007,classical,9.633462905883789,True,,
engineered_features,euclidean,classical/classical.00077,classical,5,classical/classical.00005,classical,9.821653366088867,True,,
engineered_features,euclidean,country/country.00065,country,1,country/country.00021,country,7.310505390167236,True,,
engineered_features,euclidean,country/country.00065,country,2,country/country.00083,country,7.361416339874268,True,,
engineered_features,euclidean,country/country.00065,country,3,country/country.00019,country,7.450228214263916,True,,
engineered_features,euclidean,country/country.00065,country,4,classical/classical.00035,classical,7.678299903869629,False,,
engineered_features,euclidean,country/country.00065,country,5,blues/blues.00017,blues,7.784841060638428,False,,
